Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1986,2
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1986,
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1986,4
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1986,6
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1986,26
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1986,4
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1986,5
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1986,9
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,5
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1986,3
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1986,10
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,8
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1986,6
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1986,2
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,5
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Life sciences,Biological and biomedical sciences,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Other social sciences,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,Mechanical engineering,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Education research,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Other education,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Communication,1986,
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,13
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1986,26
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1986,6
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,15
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,1
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,7
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,1
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,3
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1986,42
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1986,3
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1986,15
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1986,12
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1986,12
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1986,15
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1986,2
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1986,2
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,4
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1986,2
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1986,1
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1986,9
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1986,63
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1986,55
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1986,8
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1986,33
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1986,15
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,1
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1986,10
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1986,4
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,19
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1986,14
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1986,4
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,13
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,3
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1986,22
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1986,15
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,3
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,3
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1986,67
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1986,5
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1986,13
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1986,18
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1986,
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1986,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1986,1
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1986,97
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1986,104
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1986,19
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1986,35
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1986,34
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,5
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1986,8
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1986,12
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,12
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1986,5
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1986,12
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,21
"Black or African American, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Teaching fields,1986,
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,538
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1986,1911
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1986,142
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,953
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,311
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,601
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,153
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,282
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1986,1234
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1986,132
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1986,350
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1986,168
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1986,170
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1986,254
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,39
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,35
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1986,178
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1986,121
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,262
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,28
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1986,63
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1986,162
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1986,330
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1986,672
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1986,848
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1986,133
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1986,388
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1986,127
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,105
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1986,291
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1986,338
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,773
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1986,366
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1986,101
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,166
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,125
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1986,977
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1986,382
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,256
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,74
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,50
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,41
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,61
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1986,1313
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1986,163
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1986,110
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1986,79
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1986,159
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1986,235
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,1
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,8
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1986,27
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1986,13
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,18
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,10
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1986,11
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1986,10
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1986,38
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1986,579
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1986,1255
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1986,230
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1986,471
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1986,218
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,154
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1986,148
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1986,435
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,381
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1986,160
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1986,82
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,236
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Life sciences,Biological and biomedical sciences,1986,
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Psychology,1986,
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Education administration,1986,
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Education research,1986,
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Other education,1986,
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1986,1
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,3
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,1
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1986,2
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1986,1
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,1
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1986,
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1986,2
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1986,1
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1986,1
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1986,2
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1986,1
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1986,1
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1986,
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,1
"More than one race, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1986,8
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,11
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,4
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1986,5
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1986,5
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1986,6
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1986,3
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1986,4
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,4
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1986,4
