Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1993,32.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1993,41.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,9.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1993,1.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,4.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,1.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1993,74.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1993,6.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1993,4.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1993,5.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1993,18.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1993,33.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1993,3.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1993,2.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,2.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1993,3.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1993,1.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1993,132.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1993,123.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1993,28.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1993,24.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1993,48.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1993,4.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1993,5.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1993,20.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,16.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1993,14.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1993,8.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1993,34.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1993,390.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1993,1833.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1993,208.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,846.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1993,318.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,669.0
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,326.0
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,352.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1993,1093.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1993,99.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1993,269.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1993,214.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1993,150.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1993,323.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1993,97.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1993,76.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1993,218.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1993,128.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,452.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1993,53.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1993,144.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1993,260.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1993,336.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1993,813.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1993,635.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1993,90.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1993,290.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1993,162.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1993,136.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1993,357.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1993,433.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,857.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1993,454.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1993,96.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1993,162.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1993,141.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1993,1311.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1993,592.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,299.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1993,99.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,87.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,83.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,124.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1993,1709.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1993,165.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1993,106.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1993,96.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1993,156.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1993,320.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1993,4.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1993,22.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1993,45.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1993,19.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,39.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1993,15.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1993,28.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1993,29.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1993,59.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1993,870.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1993,1190.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1993,234.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1993,391.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1993,286.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1993,237.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1993,210.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1993,617.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,493.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1993,269.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1993,116.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1993,239.0
"White, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Psychology,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1993,5.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,3.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1993,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1993,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,2.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1993,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1993,3.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1993,1.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1993,2.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1993,2.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1993,2.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1993,1.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1993,1.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1993,2.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1993,12.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,6.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1993,4.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1993,4.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1993,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1993,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,1.0
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,1.0
Ethnicity not reported,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1993,1.0
Ethnicity not reported,Male,Science and engineering,Life sciences,Biological and biomedical sciences,1993,19.0
Ethnicity not reported,Male,Science and engineering,Life sciences,Health sciences,1993,2.0
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,9.0
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1993,4.0
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1993,6.0
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1993,5.0
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,6.0
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Psychology,1993,6.0
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Economics,1993,2.0
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Political science and government,1993,3.0
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Sociology,1993,3.0
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Other social sciences,1993,8.0
Ethnicity not reported,Male,Science and engineering,Engineering,Chemical engineering,1993,1.0
Ethnicity not reported,Male,Science and engineering,Engineering,Civil engineering,1993,1.0
Ethnicity not reported,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1993,5.0
Ethnicity not reported,Male,Science and engineering,Engineering,Materials science engineering,1993,2.0
Ethnicity not reported,Male,Science and engineering,Engineering,Mechanical engineering,1993,2.0
Ethnicity not reported,Male,Science and engineering,Engineering,Other engineering,1993,4.0
Ethnicity not reported,Male,Non-science and engineering,Education,Education administration,1993,1.0
Ethnicity not reported,Male,Non-science and engineering,Education,Teaching fields,1993,2.0
Ethnicity not reported,Male,Non-science and engineering,Education,Other education,1993,4.0
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,History,1993,6.0
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Letters,1993,4.0
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,13.0
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Business management and administration,1993,4.0
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Communication,1993,1.0
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1993,3.0
Ethnicity not reported,Female,Science and engineering,Life sciences,Biological and biomedical sciences,1993,6.0
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1993,1.0
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Psychology,1993,3.0
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Anthropology,1993,1.0
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Political science and government,1993,1.0
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Sociology,1993,1.0
Ethnicity not reported,Female,Science and engineering,Engineering,Mechanical engineering,1993,1.0
Ethnicity not reported,Female,Non-science and engineering,Education,Education administration,1993,3.0
Ethnicity not reported,Female,Non-science and engineering,Education,Education research,1993,2.0
Ethnicity not reported,Female,Non-science and engineering,Education,Teaching fields,1993,2.0
Ethnicity not reported,Female,Non-science and engineering,Education,Other education,1993,5.0
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1993,2.0
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Letters,1993,2.0
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1993,4.0
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Communication,1993,1.0
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1993,5.0
Ethnicity not reported,Unknown sex,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1993,1.0
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Psychology,1993,1.0
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Other education,1993,1.0
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,1993,1376.0
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,1208.0
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,743.0
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,824.0
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,1993,2623.0
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,1993,311.0
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,316.0
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,462.0
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,1993,623.0
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,278.0
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,121.0
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,343.0
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,1993,163.0
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,1993,241.0
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,197.0
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,107.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,1993,8.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,3.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,2.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,4.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,1993,5.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,1993,2.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,1.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,3.0
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,1993,58.0
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,71.0
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,34.0
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,86.0
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,1993,124.0
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,1993,60.0
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,62.0
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,39.0
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,1993,54.0
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,17.0
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,8.0
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,91.0
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,1993,10.0
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,1993,89.0
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,31.0
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,21.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,1993,39.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,1993,45.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,1993,18.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,1993,28.0
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,1993,73.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,1993,17.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,1993,22.0
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,1993,17.0
Hispanic or Latino,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1992,18.0
Hispanic or Latino,Male,Science and engineering,Life sciences,Biological and biomedical sciences,1992,59.0
Hispanic or Latino,Male,Science and engineering,Life sciences,Health sciences,1992,4.0
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1992,26.0
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1992,9.0
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1992,26.0
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1992,7.0
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1992,9.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Psychology,1992,55.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Anthropology,1992,5.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Economics,1992,7.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Political science and government,1992,9.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Sociology,1992,7.0
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Other social sciences,1992,12.0
Hispanic or Latino,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1992,5.0
Hispanic or Latino,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1992,1.0
Hispanic or Latino,Male,Science and engineering,Engineering,Chemical engineering,1992,10.0
Hispanic or Latino,Male,Science and engineering,Engineering,Civil engineering,1992,5.0
Hispanic or Latino,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1992,11.0
Hispanic or Latino,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1992,3.0
